fold,pair,open_date,close_date,profit_ratio,profit_abs,exit_reason,regime,stake_amount
0,BNB/USDT,2021-04-04 12:10:00+00:00,2021-04-04 12:45:00+00:00,0.02000004259918174,0.73206163,roi,sideways,36.5664371
0,BTC/USDT,2021-04-03 08:45:00+00:00,2021-04-04 15:30:00+00:00,-0.012049447907193192,-0.43379921,exit_signal,sideways,35.9656183
0,TRX/USDT,2021-04-04 15:35:00+00:00,2021-04-04 18:25:00+00:00,0.019978955460196565,0.73739647,roi,sideways,36.871788
0,BNB/USDT,2021-04-04 19:25:00+00:00,2021-04-04 20:50:00+00:00,0.01999996029467537,0.74202092,roi,sideways,37.0640556
0,SOL/USDT,2021-04-04 21:25:00+00:00,2021-04-04 22:15:00+00:00,0.0199991078739328,0.74790667,roi,sideways,37.359642
0,LINK/USDT,2021-04-04 19:20:00+00:00,2021-04-05 10:55:00+00:00,-0.007135500605891929,-0.26423868,exit_signal,sideways,36.99456
0,BTC/USDT,2021-04-05 01:10:00+00:00,2021-04-05 12:10:00+00:00,0.002091639289688736,0.07855702,exit_signal,sideways,37.5201125
0,ETH/USDT,2021-04-04 19:25:00+00:00,2021-04-05 12:15:00+00:00,0.0015839370674942742,0.05868324,exit_signal,sideways,37.01196
0,NEAR/USDT,2021-04-05 17:05:00+00:00,2021-04-05 18:35:00+00:00,0.020002795997682253,0.74519491,roi,sideways,37.21732
0,DOGE/USDT,2021-04-05 13:25:00+00:00,2021-04-05 20:10:00+00:00,0.01999998950794239,0.7510439,roi,sideways,37.5147
0,TRX/USDT,2021-04-05 22:40:00+00:00,2021-04-05 22:45:00+00:00,0.020010833969119762,0.76224199,roi,sideways,38.053412
0,TRX/USDT,2021-04-05 22:55:00+00:00,2021-04-05 23:30:00+00:00,0.01997244406774588,0.76600588,roi,sideways,38.314822
0,AVAX/USDT,2021-04-05 23:05:00+00:00,2021-04-06 00:25:00+00:00,0.02000048534571275,0.76559493,roi,sideways,38.240577
0,XRP/USDT,2021-04-06 01:20:00+00:00,2021-04-06 01:30:00+00:00,0.020005532015487788,0.77707959,roi,sideways,38.804431
0,SOL/USDT,2021-04-05 21:35:00+00:00,2021-04-06 04:55:00+00:00,-0.005115009146461886,-0.19488832,exit_signal,sideways,38.063202
0,DOGE/USDT,2021-04-06 07:55:00+00:00,2021-04-06 08:05:00+00:00,0.019999257597347695,0.78057497,roi,sideways,38.9912061
0,NEAR/USDT,2021-04-06 11:00:00+00:00,2021-04-06 11:45:00+00:00,0.020000117233981443,0.7738416,roi,sideways,38.6532
0,AVAX/USDT,2021-04-06 11:00:00+00:00,2021-04-06 12:25:00+00:00,0.01999928804254497,0.78198125,roi,sideways,39.061393
0,BNB/USDT,2021-04-06 14:20:00+00:00,2021-04-06 16:05:00+00:00,0.020000039584881543,0.7927325,roi,sideways,39.5969496
0,ETH/USDT,2021-04-06 07:40:00+00:00,2021-04-06 17:40:00+00:00,0.005803810761970651,0.2264376,exit_signal,sideways,38.976355
0,NEAR/USDT,2021-04-06 21:35:00+00:00,2021-04-06 22:20:00+00:00,0.0200000726436115,0.792915,roi,sideways,39.606
0,ADA/USDT,2021-04-06 20:20:00+00:00,2021-04-07 00:15:00+00:00,0.01999790843887273,0.80089077,roi,sideways,40.008718
0,BNB/USDT,2021-04-07 00:40:00+00:00,2021-04-07 01:30:00+00:00,0.020000067173051715,0.80922723,roi,sideways,40.4208048
0,AVAX/USDT,2021-04-06 14:05:00+00:00,2021-04-07 02:50:00+00:00,-0.015343592907556188,-0.61072415,exit_signal,sideways,39.76344
0,SOL/USDT,2021-04-07 02:35:00+00:00,2021-04-07 03:00:00+00:00,0.020000307971776408,0.81890687,roi,sideways,40.9038092
0,XRP/USDT,2021-04-07 04:20:00+00:00,2021-04-07 04:30:00+00:00,0.020000754027568637,0.81846247,roi,sideways,40.8807
0,XRP/USDT,2021-04-07 07:00:00+00:00,2021-04-07 07:25:00+00:00,0.020002436229877428,0.82414544,roi,sideways,41.161092
0,TRX/USDT,2021-04-07 04:05:00+00:00,2021-04-07 11:25:00+00:00,-0.10178978765101351,-4.17549188,stop_loss,sideways,40.979755
0,SOL/USDT,2021-04-07 11:30:00+00:00,2021-04-07 11:50:00+00:00,0.019998613809265195,0.77376438,roi,sideways,38.6522484
0,ETH/USDT,2021-04-07 01:05:00+00:00,2021-04-07 22:45:00+00:00,-0.038061781584464764,-1.54307406,exit_signal,sideways,40.500798
0,DOGE/USDT,2021-04-08 00:00:00+00:00,2021-04-08 00:40:00+00:00,0.020000592466554633,0.79783677,roi,sideways,39.850806
0,BNB/USDT,2021-04-07 09:10:00+00:00,2021-04-08 03:35:00+00:00,0.009029448845355788,0.37303369,exit_signal,sideways,41.271736
0,XRP/USDT,2021-04-08 03:10:00+00:00,2021-04-08 04:25:00+00:00,0.01999867819355253,0.78123431,roi,sideways,39.025272
0,SOL/USDT,2021-04-08 02:20:00+00:00,2021-04-08 06:00:00+00:00,0.01999989800345443,0.803609,roi,sideways,40.1405144
0,AAVE/USDT,2021-04-08 10:05:00+00:00,2021-04-08 13:20:00+00:00,0.020001106568206004,0.8123148,roi,sideways,40.57292
0,LINK/USDT,2021-04-08 10:00:00+00:00,2021-04-08 13:35:00+00:00,0.01739148794718749,0.70503232,exit_signal,sideways,40.498432
0,UNI/USDT,2021-04-08 09:45:00+00:00,2021-04-08 14:30:00+00:00,0.01833491593386825,0.74766418,exit_signal,sideways,40.737425
0,TRX/USDT,2021-04-08 21:10:00+00:00,2021-04-08 21:45:00+00:00,0.02000810154799209,0.8319571,roi,sideways,41.539472
0,LINK/USDT,2021-04-08 19:55:00+00:00,2021-04-08 22:20:00+00:00,0.013620587687141217,0.56271283,exit_signal,sideways,41.272131
0,AVAX/USDT,2021-04-08 19:55:00+00:00,2021-04-08 23:10:00+00:00,0.00985005908920401,0.4090011,exit_signal,sideways,41.481224
0,BNB/USDT,2021-04-09 03:15:00+00:00,2021-04-09 06:30:00+00:00,0.020000065569492787,0.84129705,roi,sideways,42.0226919
0,NEAR/USDT,2021-04-09 06:00:00+00:00,2021-04-09 11:20:00+00:00,0.019996490228377843,0.8352992,roi,sideways,41.73056
0,DOGE/USDT,2021-04-09 12:40:00+00:00,2021-04-09 21:30:00+00:00,0.00944846711578258,0.40380654,exit_signal,sideways,42.6950882
0,LINK/USDT,2021-04-09 07:05:00+00:00,2021-04-10 01:50:00+00:00,-0.012985763831159394,-0.55014721,exit_signal,sideways,42.323087
0,TRX/USDT,2021-04-09 04:05:00+00:00,2021-04-10 03:25:00+00:00,-0.030605279751504576,-1.29075987,exit_signal,sideways,42.132286
0,DOGE/USDT,2021-04-09 23:00:00+00:00,2021-04-10 05:10:00+00:00,0.019999780425579417,0.85633971,roi,sideways,42.7746809
0,TRX/USDT,2021-04-10 07:25:00+00:00,2021-04-10 09:00:00+00:00,0.01997872593727516,0.84991695,roi,sideways,42.4986
0,NEAR/USDT,2021-04-10 07:30:00+00:00,2021-04-10 09:35:00+00:00,0.019999027351176854,0.84599905,roi,sideways,42.25975
0,LINK/USDT,2021-04-10 12:20:00+00:00,2021-04-11 00:15:00+00:00,-0.008794357338635674,-0.37841227,exit_signal,sideways,42.985999
0,ADA/USDT,2021-04-10 12:40:00+00:00,2021-04-11 00:15:00+00:00,0.006551987211408296,0.28238651,exit_signal,sideways,43.056312
0,ADA/USDT,2021-04-11 05:15:00+00:00,2021-04-11 12:05:00+00:00,0.015688946798145347,0.67478768,exit_signal,sideways,42.96742
0,XRP/USDT,2021-04-11 12:15:00+00:00,2021-04-11 12:35:00+00:00,0.019999239540992995,0.86427408,roi,sideways,43.172175
0,UNI/USDT,2021-04-10 12:35:00+00:00,2021-04-11 12:45:00+00:00,0.00511528392422143,0.22004954,exit_signal,sideways,42.975075
0,AAVE/USDT,2021-04-11 06:00:00+00:00,2021-04-11 15:25:00+00:00,0.01004725080714894,0.42917332,exit_signal,sideways,42.672825
0,ZEC/USDT,2021-04-11 13:35:00+00:00,2021-04-11 15:30:00+00:00,0.01999218706172964,0.86961404,roi,sideways,43.45424
0,SOL/USDT,2021-04-11 22:55:00+00:00,2021-04-12 00:20:00+00:00,0.02000076321193981,0.88121743,roi,sideways,44.015175
0,NEAR/USDT,2021-04-11 16:25:00+00:00,2021-04-12 00:30:00+00:00,-0.0005537363607434952,-0.02413026,exit_signal,sideways,43.53363
0,UNI/USDT,2021-04-11 22:55:00+00:00,2021-04-12 03:30:00+00:00,0.017153938361609083,0.75443962,exit_signal,sideways,43.936612
0,LINK/USDT,2021-04-12 02:45:00+00:00,2021-04-12 06:55:00+00:00,0.014371382494848772,0.63714022,exit_signal,sideways,44.289665
0,AAVE/USDT,2021-04-12 03:15:00+00:00,2021-04-12 07:20:00+00:00,0.019195641041179563,0.847455,exit_signal,sideways,44.1042
0,TRX/USDT,2021-04-12 08:00:00+00:00,2021-04-12 14:55:00+00:00,0.012821909160437638,0.57834067,exit_signal,sideways,45.060599
0,XRP/USDT,2021-04-12 15:15:00+00:00,2021-04-12 18:40:00+00:00,0.019998347732516252,0.90397506,roi,sideways,45.15733
0,AVAX/USDT,2021-04-12 09:40:00+00:00,2021-04-12 18:50:00+00:00,0.019999805051965025,0.89709186,roi,sideways,44.81022
0,TRX/USDT,2021-04-12 23:25:00+00:00,2021-04-13 00:45:00+00:00,0.01997932522085759,0.9167794,roi,sideways,45.840564
0,NEAR/USDT,2021-04-13 03:05:00+00:00,2021-04-13 05:50:00+00:00,0.016564202498058126,0.76520172,exit_signal,bull,46.14996
0,ETH/USDT,2021-04-12 09:45:00+00:00,2021-04-13 06:15:00+00:00,0.013273089234975407,0.59741145,exit_signal,sideways,44.96426
0,ADA/USDT,2021-04-13 05:55:00+00:00,2021-04-13 07:45:00+00:00,0.017934720091562738,0.83119115,exit_signal,bull,46.299066
0,AVAX/USDT,2021-04-13 06:40:00+00:00,2021-04-13 12:05:00+00:00,0.019999327199505368,0.9321588,roi,bull,46.562945
0,BNB/USDT,2021-04-13 02:30:00+00:00,2021-04-13 13:15:00+00:00,-0.00862129819501154,-0.39779607,exit_signal,bull,46.094992
0,ZEC/USDT,2021-04-13 13:55:00+00:00,2021-04-13 16:00:00+00:00,0.019982424369146136,0.93820749,roi,bull,46.90473
0,BNB/USDT,2021-04-13 18:55:00+00:00,2021-04-13 19:10:00+00:00,0.019999934077470506,0.93928125,roi,bull,46.9173
0,ZEC/USDT,2021-04-13 21:15:00+00:00,2021-04-13 23:40:00+00:00,0.019979659329839836,0.9528628,roi,bull,47.644
0,NEAR/USDT,2021-04-13 18:55:00+00:00,2021-04-14 02:20:00+00:00,0.009126126093935665,0.43256077,exit_signal,bull,47.35072
0,BTC/USDT,2021-04-13 18:55:00+00:00,2021-04-14 04:50:00+00:00,0.020000010605706334,0.94185196,roi,bull,47.0455275
0,SOL/USDT,2021-04-14 00:10:00+00:00,2021-04-14 05:25:00+00:00,0.020000577953312983,0.96053489,roi,bull,47.9773793
0,ZEC/USDT,2021-04-14 05:55:00+00:00,2021-04-14 08:25:00+00:00,0.019984036590976542,0.97496916,roi,bull,48.73866
0,XRP/USDT,2021-04-14 08:50:00+00:00,2021-04-14 09:00:00+00:00,0.019997392786140444,0.98150965,roi,bull,49.032848
0,ETH/USDT,2021-04-14 08:50:00+00:00,2021-04-14 11:45:00+00:00,0.016042199989252152,0.78778433,exit_signal,bull,49.057943
0,TRX/USDT,2021-04-14 09:00:00+00:00,2021-04-14 21:40:00+00:00,-0.026202497927793455,-1.29572062,exit_signal,bull,49.40087
0,NEAR/USDT,2021-04-14 14:00:00+00:00,2021-04-15 02:55:00+00:00,0.020006298372623386,0.98543137,roi,bull,49.20685
0,SOL/USDT,2021-04-15 02:35:00+00:00,2021-04-15 06:35:00+00:00,0.02000044144722812,0.98534958,roi,bull,49.2171744
0,LINK/USDT,2021-04-15 10:50:00+00:00,2021-04-15 12:10:00+00:00,0.02000084549094529,0.99204641,roi,bull,49.550673
0,BTC/USDT,2021-04-14 08:50:00+00:00,2021-04-15 13:40:00+00:00,-0.015084139214389882,-0.73244006,exit_signal,bull,48.5084592
0,AVAX/USDT,2021-04-15 09:10:00+00:00,2021-04-15 14:20:00+00:00,0.01293278675602812,0.64146931,exit_signal,bull,49.550688
0,SOL/USDT,2021-04-15 17:20:00+00:00,2021-04-15 19:55:00+00:00,0.019999184903373858,1.0042772,roi,bull,50.1657408
0,ADA/USDT,2021-04-15 18:50:00+00:00,2021-04-15 21:35:00+00:00,0.019997536191501932,1.00239922,roi,bull,50.07606
0,NEAR/USDT,2021-04-15 23:45:00+00:00,2021-04-16 14:00:00+00:00,-0.10178446971548837,-5.13149406,stop_loss,bull,50.36493
0,LINK/USDT,2021-04-16 01:20:00+00:00,2021-04-16 16:20:00+00:00,0.01999881008813429,1.01411158,roi,bull,50.657938
0,DOGE/USDT,2021-04-16 16:30:00+00:00,2021-04-16 16:30:00+00:00,0.01999990168314057,0.98873136,roi,bull,49.3874236
0,XRP/USDT,2021-04-16 23:50:00+00:00,2021-04-17 00:10:00+00:00,0.02000165522071989,0.99682666,roi,bull,49.787421
0,DOGE/USDT,2021-04-17 03:25:00+00:00,2021-04-17 03:45:00+00:00,0.01999995722361017,1.00171306,roi,bull,50.0357244
0,AAVE/USDT,2021-04-16 01:35:00+00:00,2021-04-17 21:10:00+00:00,-0.041967206079522895,-2.12581872,exit_signal,bull,50.603679
0,UNI/USDT,2021-04-17 07:25:00+00:00,2021-04-18 03:10:00+00:00,-0.10179600883783245,-5.11976798,stop_loss,bull,50.244144
0,ETH/USDT,2021-04-17 09:25:00+00:00,2021-04-18 03:15:00+00:00,-0.10179452882797384,-5.13324066,stop_loss,bull,50.377094
0,NEAR/USDT,2021-04-17 23:40:00+00:00,2021-04-18 03:15:00+00:00,-0.1017914601357706,-4.94747574,stop_loss,bull,48.55548
0,DOGE/USDT,2021-04-18 03:25:00+00:00,2021-04-18 03:25:00+00:00,0.01999988455895076,0.89097775,roi,bull,44.50464
0,DOGE/USDT,2021-04-18 03:35:00+00:00,2021-04-18 03:40:00+00:00,0.019999867774017698,0.90093044,roi,bull,45.001818
0,SOL/USDT,2021-04-18 11:50:00+00:00,2021-04-18 12:00:00+00:00,0.01999841994028971,0.90765416,roi,bull,45.3409527
0,UNI/USDT,2021-04-19 00:05:00+00:00,2021-04-19 01:05:00+00:00,0.019998589199256747,0.90792243,roi,bull,45.35397
0,ZEC/USDT,2021-04-19 04:45:00+00:00,2021-04-19 04:45:00+00:00,0.019982360657149787,0.9168738,roi,bull,45.83832
0,XRP/USDT,2021-04-19 08:25:00+00:00,2021-04-19 14:35:00+00:00,-0.10179472391990209,-4.70751217,stop_loss,bull,46.19895
0,BNB/USDT,2021-04-19 14:40:00+00:00,2021-04-19 16:20:00+00:00,0.0199999031963224,0.83187346,roi,bull,41.552322
0,TRX/USDT,2021-04-19 08:25:00+00:00,2021-04-20 00:00:00+00:00,-0.10177021511622097,-4.71095668,stop_loss,bull,46.243888
0,ADA/USDT,2021-04-19 08:30:00+00:00,2021-04-20 00:35:00+00:00,-0.10179662900848438,-4.70729641,stop_loss,bull,46.195968
0,DOGE/USDT,2021-04-20 00:40:00+00:00,2021-04-20 00:40:00+00:00,0.020000085960220067,0.82725644,roi,bull,41.3213229
0,DOGE/USDT,2021-04-20 00:45:00+00:00,2021-04-20 00:45:00+00:00,0.020000128380082718,0.83734897,roi,bull,41.8253544
0,SOL/USDT,2021-04-20 00:00:00+00:00,2021-04-20 04:45:00+00:00,-0.001067428589526381,-0.04443711,exit_signal,bull,41.5884657
0,UNI/USDT,2021-04-19 23:40:00+00:00,2021-04-20 06:50:00+00:00,-0.10179532330801076,-4.32410042,stop_loss,bull,42.435944
0,DOGE/USDT,2021-04-20 09:40:00+00:00,2021-04-20 09:40:00+00:00,0.01999994761438695,0.81378237,roi,bull,40.6485765
0,DOGE/USDT,2021-04-20 09:55:00+00:00,2021-04-20 10:00:00+00:00,0.020000120620362598,0.82322252,roi,bull,41.119758
0,ETH/USDT,2021-04-20 15:20:00+00:00,2021-04-20 16:10:00+00:00,0.01999917821616869,0.82676448,roi,bull,41.298624
0,AAVE/USDT,2021-04-20 15:15:00+00:00,2021-04-20 16:55:00+00:00,0.020000917829813666,0.82793178,roi,bull,41.353336
0,BTC/USDT,2021-04-20 14:55:00+00:00,2021-04-20 19:35:00+00:00,0.019999959728579722,0.8209756,roi,bull,41.0078548
0,SOL/USDT,2021-04-21 01:00:00+00:00,2021-04-21 01:10:00+00:00,0.020000780860930142,0.84690079,roi,bull,42.3010852
0,ETH/USDT,2021-04-21 04:00:00+00:00,2021-04-21 12:20:00+00:00,0.019998241782321777,0.85042288,roi,bull,42.4824
0,NEAR/USDT,2021-04-20 21:20:00+00:00,2021-04-21 14:35:00+00:00,-0.004226357192382176,-0.17876775,exit_signal,bull,42.25605
0,BTC/USDT,2021-04-21 00:55:00+00:00,2021-04-21 14:40:00+00:00,0.007832736856438139,0.32760642,exit_signal,bull,41.7834975
0,NEAR/USDT,2021-04-21 21:20:00+00:00,2021-04-21 22:35:00+00:00,0.01999584647872554,0.85684038,roi,bull,42.80811
0,SOL/USDT,2021-04-21 22:45:00+00:00,2021-04-21 22:50:00+00:00,0.01999927005908119,0.86514513,roi,bull,43.2156197
0,AAVE/USDT,2021-04-21 23:15:00+00:00,2021-04-22 04:30:00+00:00,0.0200003851856973,0.86973544,roi,bull,43.442492
0,AAVE/USDT,2021-04-22 08:45:00+00:00,2021-04-22 09:05:00+00:00,0.01999956411824083,0.87493381,roi,bull_high_vol,43.70394
0,ZEC/USDT,2021-04-21 22:40:00+00:00,2021-04-22 09:55:00+00:00,0.02000565367775178,0.86310031,roi,bull,43.09972
0,BTC/USDT,2021-04-21 17:40:00+00:00,2021-04-22 11:25:00+00:00,-0.00828119183311378,-0.35405276,exit_signal,bull,42.71113
0,BNB/USDT,2021-04-22 17:45:00+00:00,2021-04-22 21:00:00+00:00,-0.10179805804606139,-4.47407665,stop_loss,bull_high_vol,43.9066042
0,AAVE/USDT,2021-04-22 17:45:00+00:00,2021-04-22 21:05:00+00:00,-0.10179820173024681,-4.49407226,stop_loss,bull_high_vol,44.10277
0,ADA/USDT,2021-04-22 21:05:00+00:00,2021-04-22 21:10:00+00:00,0.020003736435159906,0.7977893,roi,bull_high_vol,39.842172
0,LINK/USDT,2021-04-22 21:10:00+00:00,2021-04-22 21:15:00+00:00,0.020000742010304474,0.81081936,roi,bull_high_vol,40.498965
0,NEAR/USDT,2021-04-22 21:15:00+00:00,2021-04-22 21:20:00+00:00,0.019995328664330417,0.8256129,roi,bull_high_vol,41.24904
0,ETH/USDT,2021-04-22 21:00:00+00:00,2021-04-22 23:10:00+00:00,0.019999475876866554,0.79773209,roi,bull_high_vol,39.847802
0,BTC/USDT,2021-04-22 17:50:00+00:00,2021-04-23 05:15:00+00:00,-0.1017980350220967,-4.49844535,stop_loss,bull_high_vol,44.1457578
0,DOGE/USDT,2021-04-23 13:00:00+00:00,2021-04-23 13:10:00+00:00,0.0199999526716092,0.81519756,roi,bull_high_vol,40.7192552
0,DOGE/USDT,2021-04-23 13:45:00+00:00,2021-04-23 13:50:00+00:00,0.020000101855548746,0.82300501,roi,bull_high_vol,41.108932
0,AVAX/USDT,2021-04-24 00:45:00+00:00,2021-04-24 01:45:00+00:00,0.019998649098266385,0.82736921,roi,bull_high_vol,41.329925
0,AAVE/USDT,2021-04-24 00:45:00+00:00,2021-04-24 02:40:00+00:00,0.019999543651897746,0.82636258,roi,bull_high_vol,41.277794
0,LINK/USDT,2021-04-24 02:15:00+00:00,2021-04-24 02:40:00+00:00,0.01999954852058365,0.83201472,roi,bull_high_vol,41.560115
0,ETH/USDT,2021-04-24 00:45:00+00:00,2021-04-24 03:00:00+00:00,0.020000238776076908,0.82890198,roi,bull_high_vol,41.403201
0,XRP/USDT,2021-04-24 10:10:00+00:00,2021-04-25 08:50:00+00:00,-0.030085046532414953,-1.2787704,exit_signal,bull_high_vol,42.46272
0,TRX/USDT,2021-04-24 10:15:00+00:00,2021-04-25 08:50:00+00:00,-0.03242770345156141,-1.37961793,exit_signal,bull_high_vol,42.501921
0,ADA/USDT,2021-04-24 10:35:00+00:00,2021-04-25 08:50:00+00:00,-0.009427297386111618,-0.40074113,exit_signal,bull_high_vol,42.466125
0,DOGE/USDT,2021-04-25 08:50:00+00:00,2021-04-25 18:20:00+00:00,-0.10179820179820179,-4.212546,stop_loss,bull_high_vol,41.34
0,XRP/USDT,2021-04-25 18:25:00+00:00,2021-04-25 21:30:00+00:00,-0.10179820169850745,-4.08441286,stop_loss,bull_high_vol,40.08256
0,ETH/USDT,2021-04-25 21:35:00+00:00,2021-04-25 22:00:00+00:00,0.020001018411764018,0.72279554,roi,bull_high_vol,36.101835
0,ZEC/USDT,2021-04-25 18:25:00+00:00,2021-04-25 23:35:00+00:00,-0.014311803777787685,-0.57282615,exit_signal,bull_high_vol,39.98475
0,TRX/USDT,2021-04-25 18:20:00+00:00,2021-04-26 01:35:00+00:00,0.016600654024725565,0.66628217,exit_signal,bull_high_vol,40.095803
0,SOL/USDT,2021-04-26 11:05:00+00:00,2021-04-26 13:30:00+00:00,0.019999417955233523,0.78094538,roi,bull_high_vol,39.009396
0,LINK/USDT,2021-04-26 20:30:00+00:00,2021-04-26 23:35:00+00:00,0.020000809287571836,0.78442535,roi,bull_high_vol,39.1805
0,BNB/USDT,2021-04-26 20:30:00+00:00,2021-04-27 05:40:00+00:00,0.01559697232284629,0.61271778,exit_signal,bull_high_vol,39.24516
0,ETH/USDT,2021-04-27 03:25:00+00:00,2021-04-27 06:00:00+00:00,0.019999022589944113,0.79066327,roi,bull_high_vol,39.4956
0,BTC/USDT,2021-04-26 20:30:00+00:00,2021-04-27 06:05:00+00:00,0.014220189218047031,0.55279786,exit_signal,bull_high_vol,38.8353211
0,UNI/USDT,2021-04-27 13:40:00+00:00,2021-04-27 15:35:00+00:00,0.020001035856846133,0.79939896,roi,bull_high_vol,39.92795
0,DOGE/USDT,2021-04-27 13:40:00+00:00,2021-04-27 21:25:00+00:00,0.015871690867056944,0.63427916,exit_signal,bull_high_vol,39.923
0,SOL/USDT,2021-04-27 11:25:00+00:00,2021-04-27 21:40:00+00:00,-0.007757895316898322,-0.3117389,exit_signal,bull_high_vol,40.143294
0,ETH/USDT,2021-04-28 03:00:00+00:00,2021-04-28 11:10:00+00:00,0.0008976786635228548,0.03624683,exit_signal,bull_high_vol,40.338064
0,BTC/USDT,2021-04-28 03:05:00+00:00,2021-04-28 11:30:00+00:00,-0.005258795281919977,-0.21172498,exit_signal,bull_high_vol,40.2208976
0,AAVE/USDT,2021-04-28 20:20:00+00:00,2021-04-28 20:35:00+00:00,0.01999951469964248,0.80718361,roi,bull_high_vol,40.31984
0,NEAR/USDT,2021-04-28 03:00:00+00:00,2021-04-29 07:20:00+00:00,-0.032801019720083896,-1.3293232,exit_signal,bull_high_vol,40.4864
0,BNB/USDT,2021-04-29 04:45:00+00:00,2021-04-29 07:25:00+00:00,0.019999964691892556,0.80570588,roi,bull_high_vol,40.24512
0,ZEC/USDT,2021-04-29 04:45:00+00:00,2021-04-29 09:15:00+00:00,0.020003081504229234,0.81367088,roi,bull_high_vol,40.63664
0,BTC/USDT,2021-04-29 13:25:00+00:00,2021-04-30 04:15:00+00:00,0.001993303665635352,0.08062169,exit_signal,bull_high_vol,40.40586
0,TRX/USDT,2021-04-29 13:25:00+00:00,2021-04-30 04:15:00+00:00,-0.0068070608826806085,-0.27840257,exit_signal,bull_high_vol,40.858228
0,ZEC/USDT,2021-04-29 13:25:00+00:00,2021-04-30 06:25:00+00:00,0.01765414006882466,0.72182352,exit_signal,bull_high_vol,40.84608
0,ADA/USDT,2021-04-30 11:00:00+00:00,2021-04-30 16:05:00+00:00,0.0200030645070192,0.82022494,roi,bull_high_vol,40.964
0,NEAR/USDT,2021-04-30 10:30:00+00:00,2021-04-30 17:05:00+00:00,0.020001780064655493,0.81315744,roi,bull_high_vol,40.61364
0,BNB/USDT,2021-04-30 11:00:00+00:00,2021-04-30 18:35:00+00:00,0.020000028068255817,0.81430183,roi,bull_high_vol,40.67436
0,ZEC/USDT,2021-04-30 20:10:00+00:00,2021-04-30 22:45:00+00:00,0.011268086509485999,0.46951464,exit_signal,bull_high_vol,41.62602
