pair,open_date,close_date,open_rate,close_rate,stake_amount,profit_abs,profit_ratio,exit_reason
ADA/USDT,2022-01-02 02:25:00,2022-01-02 02:30:00,1.356,1.356,32.90600889590915,-0.0658120177918183,-0.002,exit_signal
AVAX/USDT,2022-01-02 02:25:00,2022-01-02 02:30:00,114.76,115.17,32.90600889590915,0.05163284264452987,0.0015691007319623262,exit_signal
LINK/USDT,2022-01-02 02:30:00,2022-01-02 02:35:00,20.91,20.92,32.89628839555626,-0.05007598563512694,-0.0015222381635580312,exit_signal
NEAR/USDT,2022-01-02 02:35:00,2022-01-02 02:50:00,15.112,15.066,32.87976332029667,-0.1657434231215947,-0.00504089465325565,exit_signal
NEAR/USDT,2022-01-02 03:00:00,2022-01-02 03:05:00,15.045,15.059,32.82506799066654,-0.03513558623607281,-0.001070388833499545,exit_signal
ADA/USDT,2022-01-02 03:15:00,2022-01-02 03:20:00,1.353,1.354,32.81347324720864,-0.041398816580178494,-0.0012616407982260819,exit_signal
NEAR/USDT,2022-01-02 03:10:00,2022-01-02 03:30:00,15.047,15.051,32.81347324720864,-0.056912741729624884,-0.001734432112713527,exit_signal
NEAR/USDT,2022-01-02 03:40:00,2022-01-02 03:50:00,14.977,14.995,32.7810304329664,-0.026203812268378826,-0.0007993590171597179,exit_signal
SOL/USDT,2022-01-02 03:45:00,2022-01-02 03:50:00,177.13,177.65,32.7810304329664,0.03057687488361681,0.000932761248800374,exit_signal
AAVE/USDT,2022-01-02 02:55:00,2022-01-02 04:05:00,260.3,259.3,32.82506799066654,-0.19162878724017238,-0.0058378793699577405,exit_signal
NEAR/USDT,2022-01-02 04:15:00,2022-01-02 04:30:00,14.909,14.955,32.719236043840176,0.03541200568806657,0.001082299282312655,exit_signal
SOL/USDT,2022-01-02 04:40:00,2022-01-02 05:15:00,176.84,176.33,32.73092200571724,-0.15976221413523328,-0.004881078941415918,exit_signal
ADA/USDT,2022-01-02 05:15:00,2022-01-02 05:20:00,1.35,1.352,32.67820047505261,-0.01699266424702732,-0.0005199999999999988,exit_signal
LINK/USDT,2022-01-02 04:40:00,2022-01-02 05:20:00,20.97,20.95,32.73092200571724,-0.09664752935593694,-0.0029527896995707953,exit_signal
UNI/USDT,2022-01-02 05:20:00,2022-01-02 05:35:00,17.18,17.2,32.640699211163636,-0.027320911214001577,-0.0008370197904540412,exit_signal
LINK/USDT,2022-01-02 05:35:00,2022-01-02 05:40:00,20.95,20.91,32.63168331046302,-0.12750499263935441,-0.003907398568019052,exit_signal
NEAR/USDT,2022-01-02 05:20:00,2022-01-02 05:40:00,14.873,14.921,32.640699211163636,0.03995539365551311,0.001224097357627919,exit_signal
AVAX/USDT,2022-01-02 05:40:00,2022-01-02 05:50:00,116.0,115.96,32.60279194279835,-0.07643668359279002,-0.002344482758620743,exit_signal
UNI/USDT,2022-01-02 05:40:00,2022-01-02 05:50:00,17.15,17.19,32.60279194279835,0.010759871859844117,0.00033002915451910776,exit_signal
LINK/USDT,2022-01-02 05:50:00,2022-01-02 05:55:00,20.88,20.89,32.58111859492647,-0.049573857172450345,-0.0015215517241378563,exit_signal
NEAR/USDT,2022-01-02 05:50:00,2022-01-02 05:55:00,14.893,14.923,32.58111859492647,0.00040253312438365274,1.2354797555856021e-05,exit_signal
AVAX/USDT,2022-01-02 05:55:00,2022-01-02 06:05:00,116.08,116.01,32.56489205799062,-0.08474783116642114,-0.002602429359062657,exit_signal
LINK/USDT,2022-01-02 06:00:00,2022-01-02 06:15:00,20.83,20.84,32.56489205799062,-0.049511768193783584,-0.0015204032645222485,exit_signal
AAVE/USDT,2022-01-02 04:40:00,2022-01-02 06:40:00,258.7,256.4,32.73092200571724,-0.3561686066420371,-0.01088171627367612,exit_signal
LINK/USDT,2022-01-02 06:35:00,2022-01-02 06:40:00,20.76,20.8,32.52058639020175,-0.0024437434859702623,-7.514450867056157e-05,exit_signal
LINK/USDT,2022-01-02 06:55:00,2022-01-02 07:00:00,20.75,20.75,32.402244314659505,-0.06480448862931901,-0.002,exit_signal
AAVE/USDT,2022-01-02 07:00:00,2022-01-02 07:05:00,256.0,256.4,32.38085883341183,-0.014217220831547743,-0.0004390625000000884,exit_signal
AVAX/USDT,2022-01-02 06:10:00,2022-01-02 07:05:00,115.29,115.47,32.5369252737057,-0.014325390987020056,-0.00044028103044502914,exit_signal
AAVE/USDT,2022-01-02 07:10:00,2022-01-02 07:15:00,255.8,256.3,32.371439771511696,-0.0015312526240629093,-4.730258014073503e-05,exit_signal
LINK/USDT,2022-01-02 07:10:00,2022-01-02 07:15:00,20.72,20.76,32.371439771511696,-0.002312245697960902,-7.142857142844109e-05,exit_signal
UNI/USDT,2022-01-02 08:00:00,2022-01-02 08:15:00,17.13,17.14,32.37017141706543,-0.04586246703398292,-0.0014168126094570017,exit_signal
SOL/USDT,2022-01-02 08:35:00,2022-01-02 08:40:00,174.9,175.28,32.35503680294421,0.005516450528665798,0.00017049742710117447,exit_signal
SOL/USDT,2022-01-02 08:55:00,2022-01-02 09:00:00,175.07,175.03,32.35685723161867,-0.07209921749045631,-0.0022282515565202037,exit_signal
AAVE/USDT,2022-01-02 08:00:00,2022-01-02 09:10:00,255.3,254.7,32.37017141706543,-0.1407398757263743,-0.004347826086956611,exit_signal
NEAR/USDT,2022-01-02 08:00:00,2022-01-02 09:20:00,14.809,14.777,32.37017141706543,-0.13461742027762796,-0.00415868728475927,exit_signal
NEAR/USDT,2022-01-02 09:25:00,2022-01-02 09:30:00,14.774,14.797,32.242196582165505,-0.014340291981952233,-0.0004447678353863906,exit_signal
AAVE/USDT,2022-01-02 10:25:00,2022-01-02 10:30:00,255.8,256.8,32.23746428581146,0.06142509809579555,0.0019053948397185294,exit_signal
AAVE/USDT,2022-01-02 10:45:00,2022-01-02 10:50:00,255.2,255.7,32.257734568183075,-0.0013777794153338324,-4.2711598746081325e-05,exit_signal
NEAR/USDT,2022-01-02 09:45:00,2022-01-02 11:15:00,14.734,14.706,32.23746428581146,-0.12567666272410924,-0.003898466132754206,exit_signal
NEAR/USDT,2022-01-02 11:35:00,2022-01-02 11:40:00,14.686,14.681,32.215806602277056,-0.07538884825687597,-0.0023401198420264723,exit_signal
ADA/USDT,2022-01-02 12:00:00,2022-01-02 12:05:00,1.355,1.357,32.19092828235229,-0.016915085562387272,-0.0005254612546125443,exit_signal
AAVE/USDT,2022-01-02 12:00:00,2022-01-02 12:20:00,254.6,255.9,32.19092828235229,0.09982222261947168,0.00310094265514537,exit_signal
NEAR/USDT,2022-01-02 11:45:00,2022-01-02 13:25:00,14.637,14.586,32.19092828235229,-0.17643320623045383,-0.005480836236933809,exit_signal
ZEC/USDT,2022-01-02 13:20:00,2022-01-02 13:25:00,149.7,150.2,32.21828763758112,0.043065326361255735,0.0013366733466933871,exit_signal
AAVE/USDT,2022-01-02 13:45:00,2022-01-02 13:55:00,255.3,255.6,32.174276237224284,-0.026578749935100475,-0.0008260869565218061,exit_signal
AVAX/USDT,2022-01-02 14:00:00,2022-01-02 14:05:00,114.83,114.99,32.165505249745706,-0.019557568375314416,-0.0006080292606462022,exit_signal
AAVE/USDT,2022-01-02 14:20:00,2022-01-02 14:35:00,255.5,255.8,32.15905125218185,-0.02659572418624523,-0.0008270058708414425,exit_signal
AVAX/USDT,2022-01-02 14:30:00,2022-01-02 15:50:00,114.84,114.3,32.15905125218185,-0.21538499373130743,-0.0066974921630094586,exit_signal
AVAX/USDT,2022-01-02 15:55:00,2022-01-02 16:00:00,114.25,114.51,32.07919761526906,0.008771589789944578,0.0002734354485777249,exit_signal
NEAR/USDT,2022-01-02 13:30:00,2022-01-02 16:30:00,14.546,14.541,32.174276237224284,-0.07539698570728945,-0.002343393372748454,exit_signal
NEAR/USDT,2022-01-02 16:35:00,2022-01-02 16:40:00,14.524,14.541,32.05721123461633,-0.026629733788598633,-0.0008306940236848504,exit_signal
LINK/USDT,2022-01-02 16:30:00,2022-01-02 17:00:00,21.88,22.0,32.05721123461633,0.11152627601366671,0.0034789762340037026,exit_signal
LINK/USDT,2022-01-02 17:05:00,2022-01-02 17:10:00,21.93,21.92,32.08522709355061,-0.07878656994927663,-0.002455540355677064,exit_signal
UNI/USDT,2022-01-02 17:15:00,2022-01-02 17:20:00,17.91,17.93,32.05922752546734,-0.028353889670765846,-0.0008844221105527875,exit_signal
NEAR/USDT,2022-01-02 17:10:00,2022-01-02 17:25:00,14.513,14.574,32.05922752546734,0.07049584014471424,0.0021989251016330154,exit_signal
NEAR/USDT,2022-01-02 17:45:00,2022-01-02 17:50:00,14.543,14.615,32.07313436912375,0.09448375318999039,0.002945884618029358,exit_signal
LINK/USDT,2022-01-02 17:50:00,2022-01-02 17:55:00,22.06,22.12,32.10431400767644,0.023023129991002464,0.0007171350861288429,exit_signal
UNI/USDT,2022-01-02 17:50:00,2022-01-02 17:55:00,17.78,17.81,32.10431400767644,-0.01009353854347518,-0.00031439820022510746,exit_signal
ADA/USDT,2022-01-02 18:00:00,2022-01-02 18:05:00,1.376,1.374,32.10858077285413,-0.1108399408946585,-0.003452034883720771,exit_signal
UNI/USDT,2022-01-02 18:10:00,2022-01-02 18:15:00,17.77,17.8,32.07200359235889,-0.010052957794564013,-0.000313449634214905,exit_signal
AAVE/USDT,2022-01-02 18:20:00,2022-01-02 18:45:00,258.9,259.1,32.068686116286685,-0.03938911620308114,-0.0012282734646579935,exit_signal
ADA/USDT,2022-01-02 18:20:00,2022-01-02 19:00:00,1.366,1.371,32.068686116286685,0.05312696682368474,0.001656661786237111,exit_signal
AAVE/USDT,2022-01-02 19:05:00,2022-01-02 19:10:00,259.4,259.7,32.07321960699148,-0.027090371688093556,-0.0008446414803392006,exit_signal
ADA/USDT,2022-01-02 19:10:00,2022-01-02 19:15:00,1.368,1.369,32.06427978433441,-0.04071319735774297,-0.0012697368421053432,exit_signal
AAVE/USDT,2022-01-02 19:15:00,2022-01-02 19:25:00,258.9,258.3,32.05084442920636,-0.13830515023680284,-0.0043151796060253616,exit_signal
ADA/USDT,2022-01-02 19:25:00,2022-01-02 19:40:00,1.364,1.365,32.005203729628214,-0.04056964607663542,-0.0012675953079179694,exit_signal
LINK/USDT,2022-01-02 19:40:00,2022-01-02 19:45:00,22.0,22.02,31.99181574642292,-0.03492924610132239,-0.0010918181818182018,exit_signal
ADA/USDT,2022-01-02 19:45:00,2022-01-02 19:50:00,1.364,1.365,31.980289095209482,-0.04053806440294774,-0.0012675953079179694,exit_signal
ADA/USDT,2022-01-02 19:55:00,2022-01-02 20:10:00,1.362,1.365,31.96691153395651,0.006407464646671537,0.00020044052863428102,exit_signal
LINK/USDT,2022-01-02 20:15:00,2022-01-02 20:25:00,22.02,22.02,31.969025997289908,-0.0639380519945798,-0.0019999999999999996,exit_signal
AAVE/USDT,2022-01-02 20:30:00,2022-01-02 20:35:00,260.7,260.9,31.947926440131695,-0.03941102087896708,-0.0012336018411968216,exit_signal
AVAX/USDT,2022-01-02 18:45:00,2022-01-02 20:45:00,114.2,113.16,32.05568770793966,-0.3557451521325272,-0.011097723292469407,exit_signal
LINK/USDT,2022-01-02 20:55:00,2022-01-02 21:05:00,21.93,21.92,31.817524903037903,-0.07812921641716952,-0.0024555403556770637,exit_signal
AVAX/USDT,2022-01-02 20:55:00,2022-01-02 21:10:00,113.02,113.28,31.817524903037903,0.009487264105755969,0.0002981773137498239,exit_signal
NEAR/USDT,2022-01-02 17:55:00,2022-01-02 21:10:00,14.547,14.388,32.10858077285413,-0.4148158470850597,-0.012919158589399923,exit_signal
LINK/USDT,2022-01-02 21:10:00,2022-01-02 21:15:00,21.95,21.93,31.657983829237065,-0.09213266546750115,-0.0029102505694760627,exit_signal
AVAX/USDT,2022-01-02 21:15:00,2022-01-02 21:20:00,113.02,113.22,31.627580049632787,-0.0073430162847484895,-0.0002321712971155296,exit_signal
NEAR/USDT,2022-01-02 21:15:00,2022-01-02 21:20:00,14.368,14.363,31.627580049632787,-0.074250410819473,-0.0023476475501114126,exit_signal
LINK/USDT,2022-01-02 21:25:00,2022-01-02 21:30:00,21.91,21.93,31.600654218688394,-0.034384280993772005,-0.001088087631218641,exit_signal
AVAX/USDT,2022-01-02 21:55:00,2022-01-02 22:00:00,112.88,113.12,31.58930740596045,0.003917880082244279,0.0001240255138200666,exit_signal
LINK/USDT,2022-01-02 21:55:00,2022-01-02 22:00:00,21.86,21.88,31.58930740596045,-0.03430604564581493,-0.0010860018298261857,exit_signal
NEAR/USDT,2022-01-02 21:50:00,2022-01-02 22:00:00,14.343,14.371,31.58930740596045,-0.0015725277478798733,-4.9780380673466735e-05,exit_signal
LINK/USDT,2022-01-02 22:15:00,2022-01-02 22:20:00,21.85,21.88,31.57876037716767,-0.019843312584832414,-0.0006283752860413003,exit_signal
LINK/USDT,2022-01-02 22:35:00,2022-01-02 22:40:00,21.78,21.82,31.572212084014676,-0.005218547451904483,-0.0001652892561983861,exit_signal
LINK/USDT,2022-01-02 22:45:00,2022-01-02 23:00:00,21.76,21.77,31.570489963355545,-0.048646991198133004,-0.001540900735294209,exit_signal
AVAX/USDT,2022-01-02 23:15:00,2022-01-02 23:20:00,113.05,113.33,31.554436456260163,0.014966376672133616,0.00047430340557276534,exit_signal
LINK/USDT,2022-01-02 23:05:00,2022-01-02 23:25:00,21.74,21.77,31.554436456260163,-0.01960903571867703,-0.0006214351425942435,exit_signal
AAVE/USDT,2022-01-03 00:00:00,2022-01-03 00:20:00,264.9,265.2,31.55290437877481,-0.027407788967745282,-0.000868629671574136,exit_signal
AAVE/USDT,2022-01-03 00:25:00,2022-01-03 00:40:00,264.9,265.2,31.543859808415448,-0.027399932585564495,-0.0008686296715741358,exit_signal
AVAX/USDT,2022-01-02 23:50:00,2022-01-03 00:45:00,113.07,113.12,31.55290437877481,-0.0491669428008842,-0.0015582382594851744,exit_signal
AAVE/USDT,2022-01-03 00:55:00,2022-01-03 01:00:00,263.7,264.2,31.518592739537922,-0.0033347316550364353,-0.00010580204778156996,exit_signal
ADA/USDT,2022-01-03 00:55:00,2022-01-03 01:00:00,1.363,1.364,31.518592739537922,-0.03993588383065186,-0.0012670579603814296,exit_signal
NEAR/USDT,2022-01-03 00:00:00,2022-01-03 01:15:00,14.295,14.353,31.55290437877481,0.06478774741698445,0.002053305351521499,exit_signal
UNI/USDT,2022-01-03 01:10:00,2022-01-03 01:15:00,18.28,18.36,31.504313436427648,0.07472795572228934,0.002371991247264677,exit_signal
AVAX/USDT,2022-01-03 01:20:00,2022-01-03 01:25:00,112.99,113.27,31.550353618463607,0.015005894357520769,0.00047561731126649425,exit_signal
DOGE/USDT,2022-01-03 01:20:00,2022-01-03 01:25:00,0.1728,0.173,31.550353618463607,-0.0266206108655827,-0.0008437500000001277,exit_signal
AVAX/USDT,2022-01-03 01:30:00,2022-01-03 01:35:00,113.04,112.99,31.54652076201595,-0.07703278596903415,-0.00244187898089182,exit_signal
NEAR/USDT,2022-01-03 01:30:00,2022-01-03 01:40:00,14.332,14.317,31.54652076201595,-0.09607689678630003,-0.003045562377895658,exit_signal
SOL/USDT,2022-01-03 01:40:00,2022-01-03 01:45:00,174.4,174.39,31.48939456670669,-0.06478256809970928,-0.0020572821100918533,exit_signal
AVAX/USDT,2022-01-03 01:40:00,2022-01-03 01:50:00,112.76,112.99,31.48939456670669,0.0011868563932971032,3.769067045042366e-05,exit_signal
AVAX/USDT,2022-01-03 02:00:00,2022-01-03 02:20:00,112.78,112.85,31.46840798184357,-0.04342461725673462,-0.001379943252349768,exit_signal
ADA/USDT,2022-01-03 02:20:00,2022-01-03 02:30:00,1.355,1.357,31.45407785814885,-0.016527899214023548,-0.0005254612546125444,exit_signal
AVAX/USDT,2022-01-03 02:30:00,2022-01-03 02:40:00,112.64,112.75,31.448623651408223,-0.03221641231477283,-0.0010244140625000047,exit_signal
SOL/USDT,2022-01-03 02:00:00,2022-01-03 02:40:00,174.31,173.95,31.46840798184357,-0.12786308666869917,-0.004063220698755169,exit_signal
AAVE/USDT,2022-01-03 02:45:00,2022-01-03 02:50:00,265.1,265.8,31.395797416743676,0.020026515817317986,0.0006378725009429974,exit_signal
ADA/USDT,2022-01-03 02:45:00,2022-01-03 02:50:00,1.357,1.359,31.395797416743676,-0.016565505490337827,-0.0005276344878408244,exit_signal
NEAR/USDT,2022-01-03 02:50:00,2022-01-03 02:55:00,14.27,14.301,31.396939550151583,0.0053443003621118645,0.00017021723896289958,exit_signal
LINK/USDT,2022-01-03 01:20:00,2022-01-03 03:05:00,21.57,21.49,31.550353618463607,-0.17999937488586876,-0.00570514603616142,exit_signal
SOL/USDT,2022-01-03 02:55:00,2022-01-03 03:25:00,173.46,173.4,31.398703169271084,-0.07364739058831837,-0.002345555171221044,exit_signal
ADA/USDT,2022-01-03 03:30:00,2022-01-03 04:05:00,1.354,1.352,31.3149997366646,-0.1088392826888801,-0.0034756277695716406,exit_signal
AVAX/USDT,2022-01-03 02:50:00,2022-01-03 04:30:00,112.31,111.85,31.396939550151583,-0.1912610645769028,-0.006091710444306009,exit_signal
ADA/USDT,2022-01-03 04:30:00,2022-01-03 04:35:00,1.35,1.353,31.21596662206689,0.006867512656852204,0.00021999999999991953,exit_signal
LINK/USDT,2022-01-03 04:05:00,2022-01-03 04:35:00,21.4,21.38,31.27908277337727,-0.0917617203977856,-0.0029336448598130645,exit_signal
NEAR/USDT,2022-01-03 03:05:00,2022-01-03 04:40:00,14.289,14.13,31.339303375558742,-0.41105612004645603,-0.013116313247952895,exit_signal
ADA/USDT,2022-01-03 04:50:00,2022-01-03 05:00:00,1.349,1.351,31.052303013897056,-0.016113129807062927,-0.0005189028910303916,exit_signal
SOL/USDT,2022-01-03 04:45:00,2022-01-03 05:00:00,172.55,172.52,31.052303013897056,-0.06749804283640919,-0.002173688785859178,exit_signal
AAVE/USDT,2022-01-03 05:05:00,2022-01-03 05:10:00,272.8,271.7,31.024711326924706,-0.18702396545868175,-0.006028225806451696,exit_signal
DOGE/USDT,2022-01-03 05:10:00,2022-01-03 05:15:00,0.1712,0.1714,30.962993418323347,-0.02579043727484072,-0.0008329439252336112,exit_signal
ADA/USDT,2022-01-03 05:05:00,2022-01-03 05:20:00,1.349,1.348,31.024711326924706,-0.08502472778030928,-0.002740548554484722,exit_signal
NEAR/USDT,2022-01-03 04:45:00,2022-01-03 06:10:00,14.099,14.093,31.052303013897056,-0.07530607451955282,-0.0024251365345060094,exit_signal
ZEC/USDT,2022-01-03 06:05:00,2022-01-03 06:10:00,151.7,151.6,30.926424413855145,-0.08221903075878448,-0.0026585365853658166,exit_signal
AVAX/USDT,2022-01-03 06:05:00,2022-01-03 06:20:00,111.9,111.88,30.926424413855145,-0.06737483238257304,-0.0021785522788204665,exit_signal
NEAR/USDT,2022-01-03 06:20:00,2022-01-03 06:25:00,14.078,14.1,30.852207434427047,-0.013539205677644751,-0.0004388407444239066,exit_signal
ADA/USDT,2022-01-03 06:25:00,2022-01-03 06:35:00,1.348,1.35,30.847739496553427,-0.0159730876621619,-0.0005178041543026693,exit_signal
AAVE/USDT,2022-01-03 06:30:00,2022-01-03 06:40:00,271.6,272.8,30.847739496553427,0.07446162744455109,0.0024138438880706506,exit_signal
ADA/USDT,2022-01-03 06:55:00,2022-01-03 07:00:00,1.349,1.348,30.86704071468161,-0.08459262381184175,-0.0027405485544847222,exit_signal
ZEC/USDT,2022-01-03 07:00:00,2022-01-03 07:10:00,151.0,151.1,30.8391251488237,-0.04127541187137381,-0.0013384105960265278,exit_signal
AVAX/USDT,2022-01-03 06:25:00,2022-01-03 07:15:00,111.71,111.68,30.847739496553427,-0.06997143237875991,-0.0022682839495120127,exit_signal
ZEC/USDT,2022-01-03 07:15:00,2022-01-03 07:20:00,151.0,151.0,30.802413690221158,-0.06160482738044232,-0.002,exit_signal
AVAX/USDT,2022-01-03 07:20:00,2022-01-03 07:25:00,111.53,111.65,30.782084097185617,-0.028477498763987023,-0.0009251322514121355,exit_signal
NEAR/USDT,2022-01-03 06:55:00,2022-01-03 07:25:00,14.049,14.087,30.86704071468161,0.021672182333947423,0.0007021140294683079,exit_signal
NEAR/USDT,2022-01-03 07:35:00,2022-01-03 07:40:00,14.072,14.09,30.7798383427637,-0.022227452902156317,-0.0007221432632176888,exit_signal
NEAR/USDT,2022-01-03 07:45:00,2022-01-03 07:50:00,14.04,14.086,30.77250328330599,0.03917576379528821,0.0012730769230770045,exit_signal
ZEC/USDT,2022-01-03 07:45:00,2022-01-03 07:50:00,151.0,151.2,30.77250328330599,-0.020827482354663723,-0.0006768211920530554,exit_signal
AVAX/USDT,2022-01-03 08:30:00,2022-01-03 08:35:00,111.43,111.44,30.778558216181395,-0.05879773568589081,-0.0019103473032397837,exit_signal
ZEC/USDT,2022-01-03 08:50:00,2022-01-03 08:55:00,150.7,150.9,30.759154963405052,-0.02073742630578254,-0.0006741871267417582,exit_signal
ADA/USDT,2022-01-03 09:15:00,2022-01-03 09:20:00,1.349,1.352,30.752311612724142,0.0068161165101616045,0.0002216456634544947,exit_signal
AAVE/USDT,2022-01-03 09:10:00,2022-01-03 09:35:00,274.8,275.6,30.752311612724142,0.027932230635139353,0.0009082969432314822,exit_signal
ZEC/USDT,2022-01-03 09:10:00,2022-01-03 09:35:00,150.6,150.5,30.752311612724142,-0.08190406499245338,-0.0026633466135457793,exit_signal
XRP/USDT,2022-01-03 09:20:00,2022-01-03 09:50:00,0.8375,0.8383,30.754560931172495,-0.03216100831465095,-0.0010457313432835548,exit_signal
ZEC/USDT,2022-01-03 09:40:00,2022-01-03 09:50:00,150.4,150.8,30.736750225834584,0.02019142900473825,0.0006569148936170592,exit_signal
AAVE/USDT,2022-01-03 09:55:00,2022-01-03 10:00:00,279.2,284.784,30.732800264662316,0.5525757487586288,0.017980000000000013,roi
XRP/USDT,2022-01-03 09:55:00,2022-01-03 10:10:00,0.8364,0.838,30.732800264662316,-0.0027337641555390743,-8.89526542325027e-05,exit_signal
AAVE/USDT,2022-01-03 10:00:00,2022-01-03 10:35:00,284.3,284.6,30.91515026175266,-0.0292405343137001,-0.0009458318677452994,exit_signal
NEAR/USDT,2022-01-03 10:10:00,2022-01-03 10:35:00,14.453,14.451,30.914248119581334,-0.06610211886027173,-0.002138241195599453,exit_signal
UNI/USDT,2022-01-03 10:35:00,2022-01-03 10:40:00,19.1,19.13,30.882785044033923,-0.013307084864527426,-0.0004308900523561475,exit_signal
AAVE/USDT,2022-01-03 10:40:00,2022-01-03 10:45:00,283.6,284.6,30.878393706028632,0.047014423139150774,0.001522566995768688,exit_signal
UNI/USDT,2022-01-03 10:50:00,2022-01-03 10:55:00,19.09,19.09,30.893908465664552,-0.061787816931329106,-0.002,exit_signal
AVAX/USDT,2022-01-03 10:10:00,2022-01-03 11:00:00,111.66,111.4,30.914248119581334,-0.13374025341791762,-0.004326168726491053,exit_signal
LINK/USDT,2022-01-03 11:05:00,2022-01-03 11:10:00,22.6,22.61,30.8293842024493,-0.04803108928178324,-0.0015579646017699995,exit_signal
NEAR/USDT,2022-01-03 10:40:00,2022-01-03 11:10:00,14.549,14.572,30.878393706028632,-0.01299104047526365,-0.0004207162004261675,exit_signal
NEAR/USDT,2022-01-03 11:15:00,2022-01-03 11:20:00,14.52,14.558,30.809246899629475,0.018931136421384442,0.000614462809917373,exit_signal
AAVE/USDT,2022-01-03 11:25:00,2022-01-03 11:30:00,282.8,282.6,30.815494174648535,-0.0834023311219082,-0.0027065063649221663,exit_signal
LINK/USDT,2022-01-03 11:25:00,2022-01-03 11:30:00,22.46,22.45,30.815494174648535,-0.07533743477871768,-0.0024447907390917883,exit_signal
NEAR/USDT,2022-01-03 11:25:00,2022-01-03 11:30:00,14.62,14.572,30.815494174648535,-0.16270243682144125,-0.005279890560875516,exit_signal
AAVE/USDT,2022-01-03 11:35:00,2022-01-03 11:40:00,282.1,283.0,30.70941824775025,0.03645722854013066,0.0011871676710385579,exit_signal
AAVE/USDT,2022-01-03 11:45:00,2022-01-03 11:50:00,282.1,283.2,30.72144913316849,0.05823026888161695,0.0018954271534915483,exit_signal
UNI/USDT,2022-01-03 11:30:00,2022-01-03 11:50:00,18.93,18.92,30.70941824775025,-0.07762523313020542,-0.002527733755942843,exit_signal
UNI/USDT,2022-01-03 12:00:00,2022-01-03 12:05:00,18.91,18.99,30.71504879496646,0.06838199652395748,0.0022263352723425863,exit_signal
LINK/USDT,2022-01-03 12:10:00,2022-01-03 12:20:00,22.4,22.41,30.737614853819363,-0.04776680236881267,-0.0015540178571427873,exit_signal
UNI/USDT,2022-01-03 12:20:00,2022-01-03 12:25:00,18.91,18.94,30.721851809037656,-0.012753386393490787,-0.00041512427287143666,exit_signal
LINK/USDT,2022-01-03 12:30:00,2022-01-03 12:35:00,22.3,22.31,30.717643191527802,-0.047674333222369435,-0.0015520179372198201,exit_signal
UNI/USDT,2022-01-03 12:30:00,2022-01-03 12:35:00,18.86,18.87,30.717643191527802,-0.04516438206262026,-0.0014703075291621656,exit_signal
AVAX/USDT,2022-01-03 12:45:00,2022-01-03 12:50:00,111.16,111.23,30.687006415483754,-0.04206902579754716,-0.0013709068010074902,exit_signal
LINK/USDT,2022-01-03 12:45:00,2022-01-03 12:50:00,22.27,22.3,30.687006415483754,-0.02007677069930685,-0.0006542433767399581,exit_signal
UNI/USDT,2022-01-03 12:50:00,2022-01-03 13:00:00,18.78,18.84,30.666498302639795,0.036545060277584626,0.001191693290734756,exit_signal
UNI/USDT,2022-01-03 13:05:00,2022-01-03 13:10:00,18.83,18.85,30.6785581725314,-0.02880493406745934,-0.0009389272437597917,exit_signal
NEAR/USDT,2022-01-03 13:10:00,2022-01-03 13:15:00,14.614,14.652,30.669052544289134,0.018329239422593034,0.0005976460927876337,exit_signal
NEAR/USDT,2022-01-03 13:25:00,2022-01-03 13:30:00,14.621,14.648,30.67510119329859,-0.004760399740620862,-0.0001551877436564362,exit_signal
