pair,open_date,close_date,open_rate,close_rate,stake_amount,profit_abs,profit_ratio,exit_reason
BTC/USDT,2021-01-03 00:00:00,2021-01-03 00:30:00,32164.46,32402.33,33.0,0.17780512808236443,0.005388034184314073,exit_signal
AVAX/USDT,2021-01-03 00:30:00,2021-01-03 02:25:00,3.4623,3.4585,33.05867569226718,-0.10236416554361519,-0.003096438783467645,exit_signal
DOGE/USDT,2021-01-03 02:25:00,2021-01-03 02:35:00,0.0098817,0.010079334,33.02489551763779,0.5937876214071286,0.017980000000000034,roi
DOGE/USDT,2021-01-03 02:35:00,2021-01-03 03:05:00,0.0099046,0.010102692,33.22084543270214,0.5973108008799859,0.01798000000000004,roi
DOGE/USDT,2021-01-03 03:05:00,2021-01-03 03:10:00,0.0103054,0.010511508,33.417957996992534,0.6008548847859257,0.01798,roi
BTC/USDT,2021-01-03 03:10:00,2021-01-03 03:20:00,32592.72,32681.81,33.61624010897189,0.02456335518569855,0.0007306990640854805,exit_signal
AAVE/USDT,2021-01-03 00:00:00,2021-01-03 04:00:00,85.665,84.666,33.0,-0.4504514445806375,-0.013650043775170834,exit_signal
ADA/USDT,2021-01-03 00:00:00,2021-01-03 04:40:00,0.17874,0.17491,33.0,-0.7724093655589124,-0.023406344410876134,exit_signal
LINK/USDT,2021-01-03 03:20:00,2021-01-03 05:05:00,11.9868,12.0747,33.624346016183175,0.17907429949228237,0.005325733306637253,exit_signal
AVAX/USDT,2021-01-03 05:05:00,2021-01-03 05:55:00,3.5098,3.5442,33.27989646766958,0.2592945606031396,0.007791327141147704,exit_signal
UNI/USDT,2021-01-03 04:00:00,2021-01-03 06:10:00,4.7404,4.835208000000001,33.47569703947156,0.6018930327697019,0.017980000000000093,roi
ADA/USDT,2021-01-03 05:55:00,2021-01-03 06:15:00,0.17472,0.1767,33.36546367266861,0.31100232845715986,0.00932108516483522,exit_signal
BTC/USDT,2021-01-03 06:10:00,2021-01-03 06:15:00,33800.0,33938.28,33.56408837348261,0.07004936461826705,0.0020870331360946398,exit_signal
LINK/USDT,2021-01-03 06:15:00,2021-01-03 06:20:00,12.12,12.1453,33.689835432197505,0.002876144614005191,8.537128712883081e-05,exit_signal
AVAX/USDT,2021-01-03 06:20:00,2021-01-03 06:30:00,3.5733,3.5567,33.690784559920125,-0.22373781031732654,-0.0066409201578372795,exit_signal
ETH/USDT,2021-01-03 06:15:00,2021-01-03 06:30:00,800.93,794.92,33.689835432197505,-0.31992787737003126,-0.009496273082541536,exit_signal
BTC/USDT,2021-01-03 06:30:00,2021-01-03 06:35:00,33865.91,33995.18,33.5113748829833,0.060766032986128954,0.0018132957301308836,exit_signal
ADA/USDT,2021-01-03 06:30:00,2021-01-03 06:55:00,0.17592,0.17664,33.5113748829833,0.0699944269384,0.0020886766712141787,exit_signal
NEAR/USDT,2021-01-03 06:55:00,2021-01-03 08:05:00,1.517,1.54734,33.55452583475839,0.6033103745089565,0.01798000000000002,roi
AVAX/USDT,2021-01-03 06:35:00,2021-01-03 08:25:00,3.5493,3.5137,33.53142767386871,-0.40305167183677443,-0.012020116642718305,exit_signal
